MisconceptionId,MisconceptionName
563,Counts the squares rather than the diagonals when reflecting in y=x or y=-x 
564,Does not understand set notation for complement (eg. A')
565,Divides rather than multiplies 
566,Thinks the inverse of subtraction is division
567,"When doing operations with decimals, ignores significant zeros after the decimal point"
568,"When solving a problem that requires an inverse operation (e.g. missing number problems), does subtraction when division is required"
569,Believes the solutions to an equation have opposite signs from its x intercepts
570,Does not understand that all angles and sides must be equal for regular shapes
571,Believes a smaller number of shaded parts represents a smaller fraction
572,Writes repeated letters instead of using index form of a variable
573,Thinks numbers are divisible by all multiples of their factors
574,Thinks there are 100mm in a km
575,Thinks that when you put an input into a function machine you apply the inverse operation rather than the operation given.
576,Cannot identify a line of symmetry in a simple shape
577,Does not realise multiplying a variable by itself results in a power of that variable
578,Does not recognise when a surd can be simplified
579,Thinks you cannot multiply by a decimal to get equivalent fractions
580,Does not understand use of the counters to represent algebra
581,Writes times in the afternoon as if they are morning on a 24 hour clock
582,Confuses the dependent and independent variables on the axes of a line graph
583,Ignores negative sign when expanding bracket
584,Underestimates the area of shapes when counting squares when some squares are neither wholes nor halves
585,Believes lines can be parallel by having the same y intercept OR gradient
586,Mixes up square numbers and prime numbers
587,"Thinks that when adding decimals with a different number of decimal places, you should line up the digits to the right "
588,Thinks 10l = 1 cubic metre
589,Believes extreme values can affect the median
590,Has used slant height and base to find area of a triangle rather than perpendicular height and base
591,Does not believe the length of a diagonal line can be worked out based on horizontal and vertical measurements
592,Thinks a fractional scale factor changes direction as well as size
593,Thinks multiplying by a variable is the same as raising to the power of that variable
594,Believes y=-f(x) is a reflection in the y-axis
595,Believes the adjacent side is where the opposite side is in a right angled triangle
596,Chosen the longest value rather than the greatest
597,Thinks that to decrease by a percentage you just multiply by the decimal equivalent to that percentage
