QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId
81,30,Order integers with a different number of digits,202,Place Value,B,"Which of these options show the numbers
650,312  
3,506,212
3,652
605,321
in order from smallest to largest?","\( \begin{array}{l}3,506,212 \\ 3,652 \\ 605,321 \\ 650,312\end{array} \)","\( \begin{array}{l}3,652 \\ 605,321 \\ 650,312 \\ 3,506,212\end{array} \)","\( \begin{array}{l}605,321 \\ 3,506,212 \\ 650,312 \\ 3,652\end{array} \)","\( \begin{array}{l}3,506,212 \\ 650,312 \\ 605,321 \\ 3,652\end{array} \)",1468.0,,1365.0,
82,3032,Understand inequality notation,165,Inequalities on Number Lines,C,"Which of the following shows "" \( x \) is greater than \( 9 \) ""?",\( x<9 \),\( x \leq 9 \),\( x>9 \),\( x \geq 9 \),1880.0,,,1660.0
83,220,Round numbers greater than 1 to one significant figure,215,Rounding to Significant Figures,A,"Round this number to \( 1 \) significant figure:
\( 400099 \)",\( 400000 \),\( 500000 \),\( 400100 \),\( 400099 \),,1988.0,1744.0,
84,920,Recognise the equations of horizontal lines from a diagram,258,Horizontal and Vertical Lines,B,What is the equation of this line? ![A graph of a horizontal line going through 3 on the y axis. ](),\( y=3 x \),\( y=3 \),\( x=3 \),\( x=3 y \),1568.0,,642.0,2301.0
85,1102,Generate a descending integer linear sequence from the nth term rule,171,Linear Sequences (nth term),C,"What is the first term of the sequence given by this rule:
\[
2-7 n
\]",\( 1 \),\( -7 \),\( -5 \),\( 9 \),1240.0,2376.0,,
86,424,Add proper fractions with the same denominator,230,Adding and Subtracting Fractions,D,"Work out:
\(
\frac{4}{11}+\frac{7}{11}
\)
Write your answer in its simplest form.",\( \frac{11}{22} \),\( \frac{1}{2} \),\( \frac{11}{11} \),\( 1 \),217.0,217.0,29.0,
87,1017,"Given a sketch of a quadratic graph, f(x), write down the solutions to f(x) = a",65,Quadratic Equations,B,"According to the graph, what is the approximate solution to
\(x^{2}+4 x-1=-6\) ![A set of axes with the quadratic graph y=x^2+4x-1 drawn on.]()","\( x=4.25, \quad x=-0.25 \)",No real solutions,"\( x=-4.25, \quad x=0.25 \)",\( x=-1 \),,,212.0,379.0
88,2303,Calculate the volume of other prisms when the dimensions are given in the same units,189,Volume of Prisms,D,"![A triangular based prism]() Tom likes to remember:

Volume of a prism = Area of cross section \( X \) depth

In this shape, what length is the ""depth""?",\( 5 \mathrm{~mm} \),\( 7 \mathrm{~mm} \),\( 10 \mathrm{~mm} \),\( 15 \mathrm{~mm} \),2091.0,,,
89,1102,Generate a descending integer linear sequence from the nth term rule,171,Linear Sequences (nth term),D,"What is the first term of the sequence given by this rule:
\[
1-5 n
\]",\( 1 \),\( -5 \),\( 6 \),\( -4 \),1240.0,2376.0,,
90,1781,Find missing angles in a non-special quadrilateral,183,Angles in Polygons,D,What is the size of angle \( p \) in this quadrilateral? ![Not drawn to scale](),\( 120^{\circ} \),\( 50^{\circ} \),\( 70^{\circ} \),Not enough information to work it out,2218.0,2137.0,2137.0,
91,3136,Rearrange a quadratic equation so that it is in the correct form to be factorised,65,Quadratic Equations,D,What would be the most useful first step if we wanted to solve the following quadratic equation? \( x^{2}+7 x=8 \),Divide by \( x \),Square root both sides of the equation,Subtract \( 7 x \) from both sides of the equation,Subtract \( 8 \) from both sides of the equation,265.0,265.0,265.0,
92,690,Reduce a ratio involving two numbers to its simplest form,334,Writing Ratios,D,"Write the following ratio in its simplest form so both sides of the ratio are integers:
\(
\frac{1}{4}: \frac{1}{2}
\)",\( 4: 2 \),\( 2: 4 \),\( 2: 1 \),\( 1: 2 \),,1918.0,,
93,997,"Given the sketch of a curve in the form (x + a)², work out its factorised form",266,Sketching from Factorised Form,A,"What is the equation of this curve? ![A quadratic curve with minimum point (1,0).]()",\( y=(x-1)^{2} \),\( y=(x+1)^{2} \),\( y=x^{2}-1 \),\( y=x^{2}+1 \),,224.0,460.0,492.0
94,1139,Recognise when a descending sequence is quadratic,172,Quadratic Sequences,A,"Tom and Katie are discussing quadratic sequences.

Tom says this is a quadratic sequence: \( 24,15,8,3,0 \ldots \)

Katie says this is a quadratic sequence: \( 124,63,26,7,3,0, \ldots \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,1388.0,1388.0,290.0
95,702,"Given information about the relationship between two parts (e.g. one part is worth 5 more than another), work out other parts",241,Sharing in a Ratio,B,"Percy, Quentin and Robbie share gold coins in the ratio of
\[
3: 7: 8
\]
Percy gets \( 36 \) fewer coins than Quentin.
How many gold coins did Robbie get?",\( 96 \),\( 72 \),\( 12 \),\( 63 \),312.0,,372.0,105.0
96,1482,"Solve linear equations with the variable appearing on both sides, with all positive integers",64,Linear Equations,B,"Tom and Katie are arguing about a first step to solve this equation:
\(4 v+1=9 v-3\)

Tom says you can write: \( 5 v+1=-3 \)

Katie says you can write: \( 4 v+4=9 v \)

Who is correct?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,1138.0,,1138.0,
97,1742,Recognise the vertically opposite angles relationship,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",C,"Which of the following correctly describes the relationship between the two marked angles? ![A diagram showing 3 lines crossing at a point to form 6 angles. Two angles are marked in orange, there are two unmarked angles between them on either side.]()",Alternate angles,Corresponding angles,Vertically opposite angles,Angles on a straight line,532.0,625.0,,2365.0
98,3179,Given a sketch of a linear graph solve f(x) = n,264,Graphical Solution of Simultaneous Equations,D,"This is a graph of
\(y=0.4 x-3\) ![A set of axes with the graph y=0.4x-3 drawn on.]() Use the graph to solve
\(0.4 x-3=-1\)",\( x=-3.3 \),\( x=7.5 \),\( x=-1 \),\( x=5 \),391.0,57.0,337.0,
99,2598,"Given the perimeter, work out a missing length requiring knowledge of the geometrical properties of the shape",197,Volume and Capacity Units,C,"A regular pentagon has a total perimeter of \( 17 \mathrm{~cm} \).
What is the length of each of its sides?",\( 85 \mathrm{~cm} \),\( 12 \mathrm{~cm} \),\( 3.4 \mathrm{~cm} \),Not enough information,545.0,1815.0,,255.0
100,2869,Interpret a pie chart,109,Pie Chart,C,This pie chart shows the colour of hats that Tom owns. ![Pie chart showing the colour of Tom's hats. Blue is 90 degrees. Yellow is approximately 195 degrees. Red is approximately 40 degrees and green approximately 35 degrees.]() What fraction of Tom's hats are not blue?,\( \frac{1}{4} \),\( 75 \),\( \frac{3}{4} \),Impossible to say,463.0,1396.0,,1326.0
101,579,Express one quantity as a percentage of another mentally,233,Percentages of an Amount,B,What is \( 8 \) out of \( 40 \) as a percentage?,\( 8.4 \% \),\( 20 \% \),\( 16 \% \),\( 24 \% \),1786.0,,658.0,
102,2610,"Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units",655,Missing Lengths,A,"What is value of \( p \) in this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled p (in red) cm, 15 cm, 12 cm, 7 cm and 7 cm. One side is unlabelled]()",\( 5 \mathrm{~cm} \),\( 6 \mathrm{~cm} \),\( 7 \mathrm{~cm} \),Not enough information,,1953.0,1953.0,398.0
103,2566,Calculate the area of a parallelogram where the dimensions are given in the same units,75,Area of Simple Shapes,C,"What is the area of the parallelogram? ![A parallelogram with the length labelled 10cm, the slanted height labelled 4cm, and the perpendicular height (marked with a right angle) labelled 3cm]()",\( 120 \mathrm{~cm}^{2} \),\( 40 \mathrm{~cm}^{2} \),\( 30 \mathrm{~cm}^{2} \),\( 15 \mathrm{~cm}^{2} \),867.0,669.0,,695.0
104,1494,Solve quadratic equations using balancing,65,Quadratic Equations,B,"A student wishes to solve the equation below.

Which of the following is a correct next step?
\(
(d-6)^{2}-16=0
\)

Step \( 1 \)
\(
(d-6)^{2}=16
\)",\( d^{2}=22 \),\( d-6= \pm 4 \),\( d-6=4 \),\( d-3=8 \),969.0,,132.0,
105,1745,Find missing angles using vertically opposite angles,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",B,"What is the size of angle \( p \) ? ![3 intersecting lines. Towards the top of the image two of the lines intersect and at this point there are two marked angles, 138 degrees and 42 degrees. The angle opposite the 42 degree angle is marked p]()",\( 53^{\circ} \),\( 42^{\circ} \),\( 138^{\circ} \),Not enough information,1389.0,,8.0,1791.0
106,2866,Calculate the sector angle on a pie chart for a given group,109,Pie Chart,B,"A class of students were surveyed about how many siblings they have.

A selection of results are shown in the table. \begin{tabular}{|c|c|c|}
\hline Number of siblings & Frequency & Angle on a pie chart \\
\hline  0  & \( 7 \) & \(  \) \\
\hline 1  & \(  \) & \( 144 \degree \) \\
\hline 2  & \(  \) & \(  \) \\
\hline 3  & \( 4 \) & \( \bigstar \) \\
\hline 4 or more  & \(  \) & \(  \) \\
\hline  TOTAL  & 30  & \(  \) \\
\end{tabular} Jenny wants to draw a pie chart of the information.
What should replace the star?",\( 40^{\circ} \),\( 48^{\circ} \),\( 120^{\circ} \),Not enough information,1362.0,,1445.0,
107,447,Divide proper fractions in the form: Integer ÷ Fraction,232,Dividing Fractions,D,How many times does \( \frac{3}{5} \) go into \( 15 \) ?,\( \frac{45}{75} \),\( 75 \),\( 9 \),\( 25 \),1008.0,839.0,609.0,
108,265,Carry out multiplication problems involving one negative integer,51,Expanding Double Brackets,B,"John is expanding these two brackets.

What should he get when he multiplies the two terms indicated by the arrows? ![The two brackets are (x+5)(x-3). The arrows are pointing at the +5 in the first bracket and the -3 in the second bracket.]()",\( +2 \),\( -15 \),\( -8 \),\( +15 \),2143.0,,,583.0
109,987,Know that the factorised form of a quadratic is useful for finding where the curve crosses the x-axis,266,Sketching from Factorised Form,B,"Tom and Katie are discussing quadratic graphs.

Tom says a quadratic expression that cannot be factorised will not intercept the \( x \) axis.

Katie says a graph of a quadratic that does not intercept the \( x \) axis cannot be factorised.
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,384.0,,384.0,
110,1561,Read values off a real life graph,243,Direct Proportion,A,"This is a conversion graph between kilograms and pounds.

Which of the following is the best estimate for the number of kilograms equivalent to \( 20 \) pounds? ![A graph on gridded paper with pounds (lb) on the y axis from 0 to 80 and kilograms (kg) on the x axis from 0 to 80. Both axis are labelled in increments of 20, with each increment split by gridlines into another 4 squares. A straight line goes from the origin and sloped upwards going through (25, 55) (not labelled - just a coordinate that it goes through) ]()",\( 9 \) kilograms,\( 19 \) kilograms,\( 44 \) kilograms,\( 50 \) kilograms,,,11.0,
111,3207,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",183,Angles in Polygons,D,Which quadrilateral below is a regular polygon?,![Trapezium](),![Rhombus](),![Rectangle](),![Square](),255.0,255.0,255.0,
112,3193,Express a division as a fraction,204,Mental Multiplication and Division,B,Which calculation is equivalent to the fraction \( \frac{3}{4} \) ?,\( 3-4 \),\( 3 \div 4 \),\( 4-3 \),\( 4 \div 3 \),2093.0,,2093.0,1542.0
113,1403,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,50,Expanding Single Brackets,B,"Expand and simplify:
\[
4(2 x+1)-(5 x-9)
\]",\( 3 x-5 \),\( 3 x+13 \),\( 13 x-5 \),\( 13 x+13 \),1805.0,,1514.0,
114,1412,Expand double brackets with an extra variable outside,51,Expanding Double Brackets,A,"When you multiply out the brackets and simplify, what replaces the triangle?
\(
m(m+5)(m-5) \equiv m^{3} \bigstar \ m^{2} \triangle \ m \bigcirc
\)",\( \triangle=-25 \),\( \triangle=+25 \),\( \triangle=+5 \),"\(
\triangle=+0
\)
(no \( m \) term)",,974.0,2131.0,2256.0
115,2709,Write a given translation in vector notation,95,Translation and Vectors,B,Three left and five down in vector notation is... \( \left(\begin{array}{c}\triangle \\ \bigcirc\end{array}\right) \) What should replace the \( \triangle \) ?,\( 3 \),\( -3 \),\( 5 \),\( -5 \),851.0,,,905.0
116,3218,Find missing numbers in a fraction multiplication,231,Multiplying Fractions,B,\( \frac{3}{5} \times ?=\frac{1}{2} \),\( \frac{2}{3} \),\( \frac{5}{6} \),\( \frac{3}{10} \),There are no values that make this calculation work,,,2271.0,2173.0
117,700,"Given information about one part, work out other parts",241,Sharing in a Ratio,D,"To make pink paint, you mix red paint with white paint in the ratio \( 3: 4 \).
What should replace the star? ![Red, White, Total | 1200 ml, Star, Blank]()",\( 1201 \ \mathrm{ml} \),\( 900 \ \mathrm{ml} \),\( 4800 \ \mathrm{ml} \),\( 1600 \ \mathrm{ml} \),2356.0,105.0,1646.0,
118,2571,Calculate the area of a trapezium where the dimensions are given in different units,75,Area of Simple Shapes,B,"What should replace the star to calculate the area of this trapezium?
 Area \( =\frac{90+40}{2} \times \) \(\color{gold}\bigstar\)
 ![Trapezium with parallel sides of lengths 90mm and 40mm. The length of one slanted side is 6cm and the perpendicular height is 5cm.]()",\( 5 \),\( 50 \),\( 6 \),\( 60 \),877.0,,2332.0,2332.0
119,274,Carry out division  problems involving one negative integer,212,Multiplying and Dividing Negative Numbers,D,"Tom and Katie are trying to write different calculations for the diagram on the left.
Tom writes: \( -3 \times(-8)=-24 \)
Katie writes: \( \frac{(-24)}{-3}=-8 \)
Who is correct? ![A diagram showing an arrow to the left, marked with a value of -24. Underneath this arrow there is a smaller arrow, still pointing to the left, that is a third of the length of the larger arrow]()","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,1597.0,1400.0,,
120,2076,Perform calculations with areas when given in different units,196,Area Units,C,"Square \( \mathrm{P} \) has an area of \( 4 \mathrm{~cm}^{2} \)
Square \( Q \) has an area of \( 4 \mathrm{~mm}^{2} \)
What is the total area of squares \( P \) and \( Q \) in \( \mathrm{mm}^{2} \) ?",\( 8 \mathrm{~mm}^{2} \),\( 44 \mathrm{~mm}^{2} \),\( 404 \mathrm{~mm}^{2} \),\( 40004 \mathrm{~mm}^{2} \),877.0,486.0,,1652.0
121,941,Find the gradient of a line written in the form ax + by = c,260,Finding the Gradient and Intercept of a Line from the Equation,D,"What is the gradient of this line?
\(5 x+3 y=15\)",\( 5 \),\( -5 \),\( \frac{5}{3} \),\( -\frac{5}{3} \),1743.0,1324.0,1214.0,
122,2786,Compare sets of data using the range,102,"Averages (mean, median, mode) from a List of Data",A,"The table shows the summary statistics from some girls and boys who took a test.
Who performed the most consistently? ![\begin{tabular}{|c|c|c|}
\hline Gender & Mean & Range \\
\hline Girls & \( 75 \) & \( 20 \) \\
\hline Boys & \( 60 \) & \( 40 \) \\
\hline
\end{tabular}]()",The girls because their range is lower,The boys because their mean is lower,The boys because their range is higher,The girls because their mean is higher,,1600.0,1923.0,880.0
123,1754,Recognise the notation for parallel lines,262,Parallel Lines,A,Tom and Katie are discussing parallel lines. Tom says these two lines are parallel ![Image of a grid of squares with 2 lines on it. One line goes two squares to the right and one square up. The second line goes four squares to the right and two squares up.]() Katie says these two lines are parallel ![Image of a grid of squares with 2 lines on it. One line goes two squares to the right and one square up. The second line goes two squares to the right and one square down.]() Who is correct?,Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,,1425.0,
124,256,Carry out subtraction problems involving two negative integers ,211,Adding and Subtracting Negative Numbers,D,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( -13 \),\( 13 \),\( 3 \),\( -3 \),1282.0,1435.0,1435.0,
